video_id,channel_name,comment_text,classification,has_positive_outcome,aspect_ids,aspect_names,ro_ids,outcome_categories,exclusion_reasons
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs than advertised. I got rid of them, no more gas. Also, my blood pressure was ridiculously high, around 215/110 when stressed, 130/70 at rest. It's now around 150/90 when stressed and still coming down(I'm 3 weeks in) with no medication.  I'm getting foot cramps (mostly toes), but  not severe or often. Around 2008, I had dropped significant weight on keto and had severe legs cramps that resulted in a trip to the hospital. It was not the keto, it was the diet energy drinks according to the  ER doc. Heart was fine, markers were fine, but potassium levels were non existent. There was nowhere near the amount of information on ketogenics then, at least not easily accessible and most doctors would tell you it was horrible. That's changing, but I went off keto and within a year, I returned to my status of ""large mammal"". I have been going on and off since 1999 and this time, it's for life. I would also say this is the first time I'm pretty much ""carnivore"" as the diet is high fat, protein, very little greens(small serving every couple of days), butter, steaks, lamb, organ meat, and water. Coffee is hard to quit..... I feel good. My weight is coming down, I have little to no joint pain. I'm more active (to be clear, I'm not an exercise person and have no plans to start) as far as just walking around for work. I'm a technician and spend a lot of time bending, squatting, kneeling and it gets easier everyday.",positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,Energy & Vitality; Psychological Well-Being; Pain & Inflammation; Digestive Health; Anthropometric Changes; Blood Pressure,RO2; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,"Very interesting content, as ever. I've watched a few of 'Steak and Butter Gal's' videos, and found them interesting and informative. No, I would not be chomping down slabs of butter, fat bombs, or tall glasses of olive oil with a dozen egg yolks any time soon. That said, I do eat a lot more meat than I used to.  Seven year's later, and I'm still 30kg down, on LCHF, IF along with weight training, walking and work. Honestly, it is not difficult. The best advice is to find a healthy diet and lifestyle that is both sustainable and effective at keeping you healthy.",positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change,
_dQRK-q8u98,Eric Westman,"Keto - Carnivore gave me back youth ! No more gas, snoring , pre diabetes, pollen - wasp allergy or any other issues ! Triglyeride from 175 to 72 and 103kg to 80kg (182cm ) !",positive_outcome,True,RO1.4; RO1.7; RO3.1,Sleep Quality; Digestive Health; Type 2 Diabetes,RO3; RO1,symptom_cessation,
_dQRK-q8u98,Eric Westman,Over 2 years carnivore.  Lost 100 pounds. No meds and lots of problems are now gone. Feel 20 years younger. ❤ I use tons less tpaper these days. Hard stool? Up your fat and water intake. Problem solved.,positive_outcome,True,RO2.1,Anthropometric Changes,RO2,quantified_change; explicit_improvement,
_dQRK-q8u98,Eric Westman,"I eat real meat, much more real beef fat, plenty of homegrown eggs, a little fish and chicken and some real raw veges and nuts. I drink heaps of rainwater with electrolytes in it. I take a few supplements and also some iodine. All my food is liberally sprinkled with Celtic salt. I also indulge myself with an espresso in full cream milk every mid morning. I have a nice slice of cheese with plenty of butter on it for ‘sweets’ probably 4 or 5 evenings a week before bed. I’ve been doing this for 153 days and am feeling pretty good actually. I have on average 3 bowel movements a week. No smelly farts unless I eat raw cabbage. No sugar…at all. Very minimal carbs, if any. No alcohol. No cake or biscuits or bread. No cereals or grains or seed oils. Moderate daily exercise. I turn 70 in September. Have lost 8kg since I initially started Carnivore late February this year for 120 days. Definitely less inflammatory issues in my body, more movement and less pain in my fingers. My cholesterol has gone through the roof but instead of taking statins I’ve taken myself off them after 15 years on them. Taken myself off strong painkillers for my bone on bone hips. Don’t seem to need them now. Still have tinnitus. Am working on improving my gait after observing my shadow and noticing it had changed. Walking straighter now but have to practice it. Swinging my arms more helps. Life is good. I don’t really get hungry anymore but I have a good appetite and eat above foods until I’ve had enough. My energy levels are very constant throughout the day and I no longer get sleepy or feel like I’m crashing after eating. I’m fully on the fat adapted, slow burn metabolism now and it works. I’m pretty much completely over cravings except for wifey. My recommendation? Give it a go. It’s hard mentally at first because of the way we have been conditioned to eat and what we have been told about what an ‘acceptable diet’ looks like. Try for yourself low carb, moderate protein, high fat, certain vegetables/nuts omnivore ketogenic eating. For me it’s been a beneficial lifestyle change.",positive_outcome,True,RO1.2; RO1.5; RO1.6; RO1.7; RO2.4,Energy & Vitality; Appetite & Satiety; Pain & Inflammation; Digestive Health; Lipid Profile,RO2; RO1,quantified_change,
_dQRK-q8u98,Eric Westman,"I’m ketovoire  for 2 years now. I have lost about 135 pounds. I do struggle with constipation, but it is getting better 😅 lately. I think my body is adjusting.",positive_outcome,True,RO1.7; RO2.1,Digestive Health; Anthropometric Changes,RO2; RO1,quantified_change,
