sample_id,channel,comment_text,is_known_positive,comment_length
166,Anthony Chaffee MD,I started carnivore a day after a gout flare in my hand started. One week later the gout is almost completely healed.,True,117
167,Jason Fung,The fast diet by Michael Mosley the fast diet,False,45
168,Ben Bikman,"Once I reduce my carb to very low, uric acid is in control",False,58
169,Dr. Boz,"It was a crime against humanity and you the doctors were in complicity with the criminals,moreover you'd do it again and again for the right amount of money or for being blackmailed with losing your ""precious profession"" 😢",False,222
170,Anthony Chaffee MD,"So, what caused heart disease before 1977?",False,42
171,Ben Bikman,I did low carb and was very successful but had my fasting insulin checked while I was still on it and it only went from 15 to 13 with a 70 lb weight loss. I was still battling insulin resistance even as my fat disappeared. Someone needs to tell me how to get my insulin in control.,True,281
172,Shawn Baker MD,Is this for real???? Lol! Wow!! I’m in the twilight zone!!!,False,59
173,Nick Norwitz,"Great explanation! I've been on this woe for about 5 years, it put my rhumatoid arthritis in remission with minimal medication (no need for chemotherapy). I gave me back my life. Thanks for explaning it that well!",True,213
174,Nick Norwitz,What about the concern of uric acid that causes gout? I have a friend who suffers from gout.,False,92
175,Jason Fung,"This is my 63rd day of fasting and eating mostly carnivore, and I've lost 26 pounds and a dress size. I plan to fast 23 hours now and have just one meal tomorrow to hopefully get things moving a little quicker. Bonus: I no longer take blood pressure medication.",True,261
176,KenDBerryMD,"Dr Berry can you eat any other cuts of pork, or just bacon?",False,59
177,Eric Berg DC,"Be careful when doing IF especially if you do the 20:4 fast because you will end up losing weight crazy fast. But I definitely do enjoy being able to feast like a starving warrior everyday, especially on the days I train in a fasted state. I almost lost 20lbs lbs within just a week one time until I realized I needed to be in a calorie surplus just to maintain my weight. It's almost unreal how fast you can shed lbs doing the 20:4 fast.",True,438
178,Nick Norwitz,"I klicked on this because I've watched others by you. I'm 78 and have eaten eggs every morning for the past 30 years. Despite the fact that my LDL and Trigs are low and HDL is high I have wondered if what I'm doing is not so good as I recall reading that on avg,  folks who eat more eggs don't live as long.",False,307
179,KenDBerryMD,I never peel the back of the ribs off yay I've been doing great so far 😊,False,72
180,Eric Berg DC,"I gave up sugar one month ago going on the Keto diet and the things I notice were 1. My thinking is much clearer than before ! 2. Lost 13 pounds ! 3. Not hungry all the time ! 4. Feel great, I mean really really feel great ! 5. This is the one thing that blows my mind ! I've been living with arthritis in my hands for about 20 years ( I'm 61 ) and just last week I notice that the pain was GONE !!! Can't explain it so I'll leave it to Dr.Berg and Dr Boz ! Thanks to these 2 Doctors , I feel like I'm 30 again ! Unbelievable :-) To the people who are thinking about quitting, DO IT !!!!!!!!!! It will be the greatest gift you have ever done for yourself ! All the best",True,669
181,Dr. Robert Cywes M.D.,"I am in permanent ketosis.  Still alive because first stage 4 lung cancer gone 7yrs .  Now have 6 brain tumours (shrinking) gave me 3wks.  Going on 5mths and getting stronger, few mental issues though. Cancers cannot use ketones as a fuel - not a high fat diet now but still maintaining ketosis.  Also lost 60kg weight. Insulin fairly consistent 4.2/4.5 bgl.",True,358
182,Anthony Chaffee MD,When you’re in ketosis very sweet things don’t taste as nice any more plus you don’t tend to crave it,False,101
183,Dr. Boz,"Fasting everyday from 10pm to 1:00pm (next day). Very small lunch (rice and beans). And regular dinner (chicken,fish, no processed foods). And at least half my body weight in water per day. I run at least every other day (3 miles). I have lost about 40 lbs and am keeping it off.",True,279
184,KenDBerryMD,"Love that I found this! On Carnivore and been on 3.5 weeks, very frustrated, hot plateau already! Lost 17 lbs, I have been hardcore on, no cheating. Also have been doing intermittent fasting (7p - 1p) last 1.5 weeks. Ribeye at 2pm and then another around 6pm. If I get hungry I try to have bacon and eggs in morning but not this week. Thoughts? Help? I have stopped alcohol, and coffee. Thanks",True,393
185,Dr. Robert Cywes M.D.,"That is me exactly, lost 76 pounds gained back 9.5 pounds now took off 6 of that. I need permanent weight loss.",True,111
186,KenDBerryMD,"I have been doing keto and (now) Carnivore and I have to say this was the best thing, health wise, I have ever done. I lost over 50 lbs in about 1.5 to 2 years and I am still not done. I have another 50 to go.  Also, I used to have the worst pain in my left wrist (fractured it when i was 11) during the winter season and because I changed my diet I no longer have this pain.   I think doctors have been lying to us for too long. The food pyramid is all wrong. Carbs should be on the top, not at the bottom.",True,507
187,Anthony Chaffee MD,"I'm 69 year old Diabetic. A couple years ago I tried carnivore and lost 35 lbs. I went off my insulin shots and felt great. I went back to eating carbs out of weakness for sugar. Big mistake! I started the carnivore diet again August 1, 2023. I've lost 15 lbs and feel great! My blood sugars were 150 to 250. My blood sugars run 72 to 94 now. I'm a total convert to carnivore now and I will not go back to my old habits. I love your videos! You provide information as well as gentle support because you know we all are weak at times. Keep up your great works!  Much love from Minnesota!",True,586
188,Dr. Boz,Can you do this with olive oil,False,30
189,Nick Norwitz,"Many in this community already feel like they have been lied to big time by the medical community and pharma during their lifetimes (I'm 67) so we are coming from a place of distrust.    In my case I have remitted diabetes simply by changing what I eat after being told by the medical community that it is a progressive disease (and also losing 1/4 of my starting weight without trying), and experiencing many other health improvements.  This information was not given to me by the medical profession but free online content when I was searching for food guidelines for diabetes.  I am very thankful that I came across low carb 3 years ago.  It has made a big difference to the quality of my life.",False,697
190,KenDBerryMD,"I’m coming up on 1 month of carnivore+small portions of fruit. I was skeptical and worried at first after reading the “risks” and high cholesterol bs. I’m happy to say I feel better than I have in a long time. Bloating gone, constipation gone, blood pressure down, 10lbs down. All this accomplished with out feeling hungry or worrying about counting macros. I decided to go for 60 days now due to my success, thanks Doc!  UPDATE: Approaching 3 months and I’m down from a chunky 200lbs to 178lbs. I think I’m a lifer at this point. No negative side effects",True,555
191,Ben Bikman,this is so helpful... thanks a lot...,False,37
192,Dr. Robert Cywes M.D.,THANK YOU SOOOO MUCH 💯💝,False,23
193,KenDBerryMD,"I went from 314 to 275 from January to April of this year, then plateaued. I moved to another country where it's mostly whole foods, lots of rice and beans, and dropped to 265 and plateaued again. Me and the wife are now about to start carnivore and we are so excited to be losing the weight and feel good. I've never been able to maintain below 245 (22% body fat, 6'2"") in my adult life, even when bodybuilding/powerlifting. I'm hoping to get into the 210-220lbs region, as with proper exercise I would be well below 15% body fat i think.",True,539
194,Mark Hyman,It was. I was born celiac. MORE than 50 years ago.,False,50
195,Eric Westman,"I am currently eating meat and seafood with low glycemic vegetables. Nothing made from Flour, potatoes, corn or rice. I feel much better, and I’m never hungry.",False,159
196,Anthony Chaffee MD,"I started the carnivore diet on 9/27/23 and by mid February, I was down 75 lbs!",True,79
197,Dr. Boz,"Im a diabetic and lost 160 pounds without weight loss drugs, i did it by moving myself, working and eating healthy. Everybody should lose weight like that.",True,155
198,Ben Bikman,"Type 2 Diabetic. Carnivore for 4 years. Brough glucose down to normal 2.5 years ago. Then all of a sudden, I gained weight and my A1C went from 5.6 to the mid 6s. I routinely see my morning numbers go to 160-190 and then come down to 120-130s. I'm on zero meds, I eat Carnivore, NO carbs other than what is in meat, OMAD or 2MAD. How to fix this? Fast more?",False,357
199,Eric Westman,My gastroenterologist told me he was flabbergasted I was carnivore and my symptoms had gone away. He told me he’d have been advising me the absolute opposite plant based diet little and often. Not carnivore and intermittent fasting. I told him there is opposing evidence to plant based out there but he didn’t seem to think that was accurate.,False,342
200,Anthony Chaffee MD,This is an incredible podcast so much hope for the elderly. Amazing 🫶🙏👍xoxo,False,75
201,Anthony Chaffee MD,"Maggie is amazing! Thank you for having her on your channel. Her knowledge, dedication, and grit is so powerful. I started carnivore to heal from long covid and RA. Listening to Maggie is the push I needed to keep on this journey. God bless you Maggie and your family ❤ You made me realize just how important it is to support my local rancher.",False,343
202,Anthony Chaffee MD,"My brother is a cancer surgeon and he suggests the keto diet. I have cancer and went on the keto diet. It was rough getting started but after two weeks become rutine. I lasted 3 months lost 35 pounds and felt terrific. Once i started chemotherapy i couldn't stand the smell of meat and could not touch anything cold due to the effects on my nervous system. I had to stop that diet and tried to eat what i could as i had no appetite. Now im through with therapy and want to get back to that diet but maybe not so strict and ad more greens and beans.  The modern off the shelf food is poison, if it doesn't kill you directly it will surely kill someone you know. Our government and all the food producers are in on it as they control it. When you go to the grocery store you see many many labels but in reality there is only a dozen companies. You think you have options but its a lie. Stick to the parameter of the store and stay away from boxed, bagged and most canned foods. Pick the lessor brands as these are lower in sugars, salts and chemicals to enhance taste",True,1065
203,KenDBerryMD,How long did it take Kelly take to get to her goal weight?,False,58
204,Mark Hyman,"I have celiac. My big question is, what the F do we do when we all have celiac? In all sience you have to think foreward.",False,121
205,Eric Berg DC,"Viewing these 'tubes keeps me motivated. Especially after I slip and eat carbs. 'After losing 70 lbs, I grew too confident/comfortable and bit by bit slipped away from strict Keto. A 10 lb weight gain followed. Berg and other similar content creators keeps me on the path.",False,272
206,Anthony Chaffee MD,❤️ GOD BLESS THIS THIS MAN 🙏,False,28
207,Dr. Boz,Maybe she should go to jail for telling ppl to get the vaccine,False,62
208,Dr. Boz,"My GP kept pushing the “vaccine” and although I adamantly refused and gave her the obvious red flags ( 99.7 survival rate and also why Congress, Judges, and Postal Service wasn’t required. Then my GP kept on insisting on blood pressure meds and statins when my BP was low, even a DOT physician complimented me on my BP. I finally walked away from my GP and don’t plan on getting one, we have regressed back 80 years and our average mortality is plummeting quickly due to the AMA actions.",False,487
209,Jason Fung,Thanks a lot dr Jason fung always,False,33
210,Ben Bikman,"I understand about glucose and fat burning but is there something that determines what ketones/fat my body recognises/uses first?  Put another way, will my body use the fat I eat first and formost before using stored fat?  If so, why might this be? Im 59 years old. Im very active and quite strong (Ive animals ). My ketones are higher after eating a ribeye than they are after a morning of non stop activity🤔  Would love to know whats happening👍",False,446
211,Anthony Chaffee MD,Thank you Anthony and Thomas for what may change people's lives. I am a natural healer and I have learned priceless information today.,False,134
212,Mark Hyman,"Much truth in this video, thank you",False,35
213,Jason Fung,"So so helpful Sir, thank you so much",False,36
214,Anthony Chaffee MD,"31:04-31:40 this is why I left a high-level research career. Thank you Dr. Chaffee for all you do! PS: I’m an MD, PhD.",False,118
215,Dr. Robert Cywes M.D.,"I drink coffee because it is readily available and cheap.  I used to drink regular coffee,  but missing a couple of days of drinking it would put me into caffeine withdrawals.  This would at first manifest as a sore calf. Later it would be a sore scalp or headache.  Withdrawals from caffeine for me could last two weeks as one muscle group after another would be sore.  Each time it would take longer. So I switched to decaf to prevent the withdrawals.  I can still have one or two cups in a day of regular coffee and not get re-addicted, but I don't get any more satisfaction from that than I get from decaffeinated coffee.",False,625
216,Jason Fung,"Definitely answered my question about taking vitamins, etc.  Thank you!",False,71
217,Eric Westman,This whole back n forth discussion is very upsetting t me Really. What t eat I've  tried both neither has helped,False,112
218,Nick Norwitz,how did he prepare the eggs?..is it all boiled ...or sunny side up or scrambled?,False,80
219,Mark Hyman,"10:05 Welcome to what its like for most women when they talk to their doctors!! But self intuition is always the way to go, and this is how you learn that.",False,155
220,Eric Berg DC,"Facts!!! 💯 I wasn’t feeling well over a long period of time, went to the doctors as I was convinced I had diabetes 🤦🏽‍♀came back negative. Decided one day that I would ‘eat clean’ to see if that made a difference. It was the best thing I ever did! First I cut out sugar. After 2 weeks I felt like a new person! Then I decided to cut out all processed foods. Life changing! No more headaches and brain fog, less bodily aches and pains, more energy, clearer skin… The list goes on. You really are what you eat. I still have treat days once or twice a week but I’m telling you, cut out the crap for the most part and you’ll feel like a new woman/man ❤",True,648
221,Mark Hyman,He really does interior too much. I want to hear her.,False,53
222,Dr. Robert Cywes M.D.,"Discipline is key. I weigh myself virtually every day. I follow HFLC, but every day is different, and sometimes you actually do break the rules, like when socializing with friends etc. It's not the end of the world if you break the rules on occasion; the secret is just to return to your eating plan after that. And breaking the rules every second day won't work!",False,363
223,Nick Norwitz,Immortal until the hair dye fades.,False,34
224,Nick Norwitz,"Keep up the great work! I'm not sure I'm a LMHR, but listening to these discussions over the last few years helped me with my Dr. I'm 61, lost 85 pounds over 2 years and eat a low carb diet. My LDL-C at last visit was 267. After push back from me, Dr. finally ordered a CAC. This came back a ZERO. I would be on statins if it hadn't been for Dave and his further digging and making his discoveries and discussions available on the internet. I appreciate you all staying curious and so generously sharing your N=1 results that eventually turned into this research! 🎉",True,565
225,Nick Norwitz,"For me, the first off warning was that everyone dives into just beef and bacon. Which I don't. Mix it up. I eat a can of sardines every day. 2 of oysters a week. and 2 eggs a day, sometimes more. One full rotisserie chicken a week. Some occasional liver. Burgers and steaks, sure, but also sausages and pork. All that is still ""carnivore"" but you get a much larger micro nutrient profile. Second, I season. not just salt. Hot pepper, hot sauce, mustard. One lemon of juice per day, and the zest, too. Occasionally some pickled jalapenos. Fresh herbs from the garden in small amounts, chives, dill, basil, parsley, thyme. The flavor alone makes sticking to the diet much easier. And it solves the vitamin C problem. But the real secret to vitamin C is tea. Specifically, rose hip tea, but you can put a little lemon juice into any tea. Third, I give it a rest. 3 weeks on, one week off. I go heavy on fiber and produce on off weeks, and still fairly low carb makes getting back on much easier. But beans, fruit and veggies. Bell peppers, cucumbers, spinach, apples, citrus, celery. One week off, 3 on.  I went from 295 to 205 pounds, and feel amazing, more than any 60 your old guy has a right to.",True,1196
226,Nick Norwitz,"I eat l-reutri yogurt daily,  that I make  with Inulin fiber. I add blueberries, ground flaxseed organic chocolate syrup made with allulose. Really great and very filling!",False,171
227,Dr. Boz,I don't have any of these symptoms and had very high sugar levels,False,65
228,Dr. Robert Cywes M.D.,A lot of people quit when they get Keto Flu and forget to get trace minerals.,False,77
229,Mark Hyman,PLEASE LET YOUR GUESTS DO THE MAJORITY OF THE TALKING.  THEY SHOULD NOT HAVE TO FIGHT WITH YOU TO GET A WORD IN.  THIS IS SO FRUSTRATING.  I THOUGHT YOUR INTERVIEWS WOULD HAVE IMPROVED BY NOW!!!🙄🙄🙄,False,197
230,KenDBerryMD,Lost 5 stones of all medication and I was on 34 tablets a day  God bless you doctor berry,False,89
231,Dr. Boz,But heavy metals?,False,17
232,Eric Westman,"I was on a bunch of gundry products. Even helped sell them.   After years and wasted money, no. I've been on carnivore only 4 days. Lost 2 lbs and my bp is finally under control.",True,178
233,Shawn Baker MD,It’s incredible how we can become divided over literally anything. Used to be politics and religion. Now it’s even down to food,False,127
234,Eric Westman,"Isn't artery blockage and heart attacks a calcium / magnesium issue? The cholesterol is in the artery to try to thicken the artery wall, but the artery wall is thinning from low minerals like copper / magnesium.",False,211
235,Anthony Chaffee MD,"I'm 68 yrs old and started my carnivore lifestyle in August,  right after getting blood work completed. Had new blood work completed Nov 1st. My triglycerides went from 176 in July to 74, and my HDL increased from 33 to 48, my VLDL decreased from 33 to 12. My A1c was 5.5 after being told I was pre- diabetes back in July. I'm also now at my high school weight and feeling great. I also eat like a teenager again just to maintain my weight. Carnivore for life!!!",True,462
236,Eric Berg DC,Yeah the new name of the oz show is the Dr Gammatron Maximus show,False,65
237,Dr. Robert Cywes M.D.,"I don't know if it is ""fat adaptation"" but on my 66 day marathon water fasting at around day 30 I started to be able to do computer programming which is the indicator of proper energy level for me. It is possible that it is very stubborn thing. Also all kinds of faint symptoms went away at that 30 day mark. In my 13 year ketogenic diet I have learned to measure glucose and B-hydroxybutyrate directly from blood. That does not involve any paid lab so you should be able to do it too. You simply get enough info to understand when you are burning fat. But having good energy level is the different beast.",True,605
238,Ben Bikman,Very informative! Thank you!,False,28
239,Anthony Chaffee MD,What a fascinating and an amazing woman. An inspiration.  Thank you,False,67
240,Eric Berg DC,I have lost 86 pounds in the last year and a half. Mainly by just cutting out sugar. Except for the occasional treat.  And everything you say is true.,True,150
241,Ben Bikman,I was on OZEMPIC for 2 years. I stopped Dec 2022. I feel that my pancreas is over producing insulin now all the time. What ever I eat... Even bacon and eggs sends me crashing. I fall asleep for about 45 mins to an hour. I cannot eat at work now because I can't function afterwards. I work in data entry and I fall asleep while typing if I eat anything... Even if I only have coffee without sugar.,False,396
242,Eric Berg DC,Oz once did a show about which types of cooking oil is best - I was amazed he left out Olive oil - didn't even mention it  ?  That's when you know he's in someone's pocket 👋🇵🇹,False,175
243,Eric Berg DC,Absolutely great. I fully agree. Manh thanks David.,False,51
244,Anthony Chaffee MD,I am impressed that you give Maggie the floor to tell her story.,False,64
245,Mark Hyman,I was on mounjara for a year and lost 64lbs. Stayed at the 5mg the whole time. It not only helps with appetite suppression I found it helps with people who drink alcohol I use to drink on the weekends when my husband had a show and when I was on GLP’s I did not want any alcohol I have been off mounjara since October because a change in insurance now does.not cover it and now I have went back to drinking 3-4 drinks on the weekend 🤷‍♀️,True,437
246,Anthony Chaffee MD,Thank you so much for this episode,False,34
247,Eric Westman,"I feel sorry for the patients of this two doctors, they are   helpless 😅",False,72
248,Dr. Boz,"Fasting everyday from 10pm to 1:00pm (next day). Very small lunch (rice and beans). And regular dinner (chicken,fish, no processed foods). And at least half my body weight in water per day. I run at least every other day (3 miles). I have lost about 40 lbs and am keeping it off.",True,279
249,Shawn Baker MD,I eat only beef nothing else except water I have never felt healthier in my life and I have never slept better either,True,117
250,Eric Westman,"None of my 4 doctors ever mentions food. That includes cardiologist,  gastro intestinal,  internal medicine,  pulmonary.  It's ridiculous.",False,138
251,Dr. Robert Cywes M.D.,"I feel such a fool to have believed the message “Eat 5 a day” when my children were small.  We were told that the 5 plants could not be all fruit, but must include vegetables. This caused such a stress at mealtimes because my children hated them.",False,246
252,Ben Bikman,"Had the Gastricbypass in 2007 and it's a choice I regret some days. Yes lost over 150 lbs but the supplements I have to take just to feel normal is astronomical been Lowcarb/Keto now 7 years and has helped in controlling my insulin and issues I was having Didn't learn about digestive enzymes untill 6 years ago So I lost several teeth, iron deficiency problems,severe muscle wasting, fatigue,depression etcetcetc Not untill I started using patch supplements and vitamins with oral ones did I see a change.",True,506
253,KenDBerryMD,"I am 63 years old and been only meat since I was 45, due to inflammation from eating wheat. At 61 got sick from silicone leaking in my body, depressed put on 20 lbs from swollen lymph nodes in my abdomen, started eating potatoes, french fries etc.  Finally after 2 years of removing the silcone, June 2023, I am back to only meat with weight lifting and lost all the weight and looking amazing. People can't believe how old I am.",False,429
254,Shawn Baker MD,These people have had extremely easy lives,False,42
255,Mark Hyman,I have a gluten allergy since I was 10 now 42. If I eat gluten my stomach boils it's uncomfortable 🥵 my kids are the same way. I went years before I was diagnosed with this allergy I ended getting epilepsy do to having a gluten allergy food here in America is poison me and my family stays away from the fake foods we grow our own food,False,335
256,Nick Norwitz,"But how do we know that it was the carbohydrate content that lowered the LDL and not other factors for example the phytonutrients in the blueberries,  or somthink 🤔",False,164
257,Nick Norwitz,"You know i did something similar to lose weight but with beef liver.  I ate a pound a day for a month. I lost over 30 pounds.  By the way, I can get beef liver by me for $2.17 a pound so I was essentially eating for $15 a week.  🔥  You should try a fast with cod liver instead of sardines then I don’t think you would have to supplement with the olive oil",True,355
258,Shawn Baker MD,Praying for healing for you. I'm not sure where you are at today and you may be aware of this of course... I healed from chronic pain 2 times with a 5 day fast. Pain gone on day 3. Miraculous. Blessings to you.,True,210
259,Dr. Robert Cywes M.D.,Good material job site safety 🤔🪘👍🎯👍 thank you The Beltway Bandits Mat 🪘🪘🪘🪘🪘🪘👍,False,77
260,Dr. Boz,Puts on a white coat to convince you she's telling the truth.,False,61
261,Eric Berg DC,I live by that. Fasting is almost a cheat code,False,46
262,Dr. Robert Cywes M.D.,This knowledge is 4 free? 😮 Thnx from Poland 😊,False,46
263,Jason Fung,Thank you for sharing this information,False,38
264,Jason Fung,"Thank you Dr', very helpful video",False,33
265,Dr. Robert Cywes M.D.,"Wow! Great advice!  The first couple of minutes, I thought I was going to be bored, but I kept listening because the comments were interesting. I’m glad I did.  New subscriber here.  Thank you so much.",False,201
266,Dr. Robert Cywes M.D.,"Keto , low carb don't fail...people fail",False,40
267,Dr. Robert Cywes M.D.,"Humans don’t need sugar, but if youbise it straegicallly, and when you are very insuline sensitive, high spikes make donde in producing tissue. You can work with the mínimum , but you can do better with more",False,207
268,Shawn Baker MD,I think I understand why Putin and Xi aren't worrying too much.,False,63
269,Jason Fung,I have been on the Carnivor diet for 45 days and have lost 30 pounds. Revered my IBS..and I am lowering my blood pressure. I'm now OMAD and it's working out great for me. I am boarder line pre diabetic and hopefully in time my blood results will be much better. 🙏. God bless Doctors like him for getting the message out that you can change your outcome.,True,353
270,Dr. Boz,It really works! I was on Keto for about 7 days only eating chicken breast with ranch and hot sauce  and a small salad and I went 3 days without eating and I lost 20 lbs! It was so noticeable that a guy at work was so amazed by my rapid weight loss that he literally picked my brain to get me to tell him wat I did,True,314
271,Mark Hyman,"Both these guys comments  are loaded with great information. I love their  ""doctor"" jokes too!",False,94
272,Dr. Robert Cywes M.D.,How late is considered late to eat ?,False,36
273,Mark Hyman,"I am a 70 year old female. Three years ago I was prediabetic  and morbidly obese. At that point I decided to remove all added sugar from my diet. I ate a balance of protein, good carbs and healthy fats and today I am down to a healthy weight and I lost 70 pounds. As a result of eating healthy I also started weight training in the gym and I’ve gone from someone who didn’t enjoy exercise to a lover of fitness! Obviously, my lab numbers have all gone down to a normal range and I’m feeling the very best I’ve ever felt. If it was possible for me, it is absolutely possible for others!! Btw, I loved this podcast. Thank you for speaking out!!",True,642
274,Anthony Chaffee MD,"As a BC survivor, I wish I'd known about about Keto diet earlier, but I went with whatever they said and did chemo and  radiation. For me it wasn't that terrible, I managed it. But the minute I found out about Keto AND fasting, which was through Dr. Jason Fung and Dr. Ken Berry right here on YT. I jumped on it that day, fasted the rest of the day and never looked back. I lost over 125 pounds and turned my health around, I had been headed towards T2D, had HBP, ALL gone after eating the Keto diet. Convinced me!!! I appreciate the doctors and professors that question things and are so very intelligent to figure all this out, all we have to do is follow it. Thanks Prof Seyfried & Dr. Chaffee!!!",True,699
275,Anthony Chaffee MD,"Wow.  Hal is a gem!!!  Both my parents died 6 months ago in Memory Care.  Before they went in I was concerned at the amount of over processed junk they were eating and was told that was so they wouldn't lose more weight. Then in memory care they were fed more sweets and treats every few hours.   If I had only known about Carnivore years ago!  I would have had them eating high quality ground angus, aka Slasbury Steak!!  I also spent over an hour arguing with their Dr. that they did not need statins at almost 90 years old.  The Dr. was so worried that they might get a stroke, but my mother's muscles were so weak that she fell and broke her hip, but the Dr. still wanted her on a statin!!!  I hope more people like Hall Crammer are in the world!",False,750
276,Eric Westman,I had a bag 6 months and understand. Amazing!!!! I have eaten carnivore 15 months and love it. My parents are so worried 😫I am 61 and mom still says I am so worried you eat so much meat ugh,False,189
277,Ben Bikman,Very interesting. I think I understood how allulose competes with fructose to be metabolised. But didn't quite understand the mechanism of more efficient clearing by the kidneys due to allulose. I went on keto. Didn't eat sugar and developed gout. On allopurinol just now. Is allulose all safe? Do you not get bloating? Thank you Prof. Bikman!,False,343
278,Jason Fung,Jason I’m down 120 pounds. Thanks for your knowledge and help.,True,62
279,Jason Fung,Thank you for your videos I learn a lot. I’ve been doing IF but today is the first day I did OMAD and my dinner meal was very healthy. Thank you Dr. Fung,False,153
280,Jason Fung,"Thank you for your information well shared. I am just experiencing a new level of fasting, longer and more omad days in a row. Less to no hunger, which until this winter was unknown to me. I’m passed the cravings, much more in control what will nurture wellness and when  to enjoy a meal. 🙏",False,290
281,Shawn Baker MD,"I’m vegetarian for many reasons,  one main one is spiritual.  I judge no-one who eats meat because I once ate it.  This type of thinking appears from possibly self-aggrandisement, and possibly hatred.  Sometimes people apologise for eating meat in front of me, or try and tease and taunt by eating it in front of (or offer it to me), I always clarify I am not concerned as “It is you eating it not me”.  I sense this person will want stairs to have knives on them, if he chooses to only use elevator’s.",False,502
282,KenDBerryMD,Dr. Berry those earbuds- EMFs!!! 🙏🙏🙏,False,36
283,Shawn Baker MD,"I went on a carnivore diet back in 2017 after hearing u on the joe Rogan podcast lost 44 pounds and never felt better, my dad was so impressed he also went on the carnivore diet exactly the way I did same food choices etc. But he was very obese for at least 15 plus year he was 5’ 11” and weighed roughly 290 pounds give or take. He lost around 70 pounds and started walking more  etc. about a year and 1/2 later he had an heart event not a heart attack but complications shortness of breath fatigue etc with being Sid he also had sleep apnea used a Cpap machine for about 4 years my dad ended up getting quadruple bypass surgery and blamed me for his heart attack said I talked him into the carnivore diet which I did not I told him consult your doctor ask questions like I did my cardiologist was all for it the only exception was he wanted me to do more of a mediterranean style keto diet which I did not. Btw the cardiologist told my dad that the carnivore diet did not cause his heart issues those was caused by decades of poor eating excessive weight gain no exercise basically a couch potato for about 15 to 20 years that’s what blocked his arteries. As a matter of fact the cardiologist told him if he didn’t loose all that weight and started walking more that he would have most certainly died of a massive heart attack or stroke. So the carnivore diet saved his life! It bought him time 100% I’m sure of this. Unfortunately he passed away from COVID complications in late 2020 at 80 and 1/2 years old. Since 2021 I’ve slipped and slide on and off the carnivore diet but I’m going to jump back on and hammer it hard , I had a calcium scan test done 2 years ago calcium score of ZERO all across the board so I feel confident going forward again with a total carnivore diet although I do love sauerkraut and olives any thing fermented so maybe I’ll still hang onto that part of my regular eating this time. Take care Doctor Baker and thank you for the bottom of my heart for opening my eyes back in 2017 I’m a believer in carnivore way of eating . Merry Christmas and have a happy new year.",True,2097
284,Nick Norwitz,Thx.. and yes thx for getting a response from lmnt… … im satisfied … thx,False,72
285,Anthony Chaffee MD,"Sorry Salty Cracker…I’d rather stare at that dreamy Dr. Chaffee 😍😍🤭 (ima old lady but dang y’all, I’m not dead!😊🥳)",False,114
286,KenDBerryMD,Berg may not be perfect but does not deserve your negatives.,False,60
287,Eric Berg DC,So now the ones who took the shots can blame on eggs,False,52
288,Jason Fung,This was very informative!!! Thank you!,False,39
289,Nick Norwitz,Good video but bit sad to hear you say LDL pretty much similar to ApoB. Non-HDL correlates way better to ApoB. You should know that,False,131
290,Shawn Baker MD,"Sounds like he honestly believe that, especially if the doctor told him so!! I will continue my carnivore diet after 3yrs 3months and counting 🙏🏾",False,145
291,KenDBerryMD,Top woman....... so inspirational,False,33
292,KenDBerryMD,Thank you for educating us,False,26
293,Anthony Chaffee MD,"Wow, Maggie is a dynamo! What an amazing lady. I could listen to her for hours. ❤ I’ve lost 40 lbs. on the carnivore diet since July ‘22, hunger free & no cravings. Got maybe 15 more to go to get very lean.",True,206
294,Eric Westman,"One year on a carnivore Keto diet I have lost 40LBS, gained immense muscle strength (5dyas/week at the gym) & reduced my cholesterol from 260 to 215. I am 63 years old 5' 10"" & my starting weight was 225LBS. Plus my morning wood has returned & from seeing how great I was looking my wife also went Keto & lost weight & revived her sex drive.",True,341
295,Dr. Robert Cywes M.D.,"I am 3year 3months carnivore. .. I lost 25 kg in the first 18 months give or take...  However since then been on a stall. I am not at my optimum weight. I probabaly needed to drop another 8kg.  I have been searching and pondering why why why.. I also went through a spell of healing, no longer having night thirst not nightly loo breaks for about 4 months. But it has returned.. not with a vengeance but none the less, its back i do wake uo every night at least twice needing the loo and a drink of water.. so what caused this reversal.. I i decided about 2 weeks ago to add in a carb breakfast to see if the insulin spike may do something.. so started eating a cooked apple for breakfast...   And blow me over... I am finally experiencing satiety. First time since being in carnivore... so much so, that tonight I cooked 4 mini steaks... It would be my first eating since the cooked apple... I only mabaged to one of the mini steaks and just could not eat any more. (Before i would need to eat 8 mini steaks and still not even feel satiated... I am beyond fascinated.    So yes lets say carnivore healed multiple things in my body and still isnt finished but this insulin spike breakfast fullness has surprised me fully.",True,1221
296,Shawn Baker MD,Is this a joke or is he being for real??? There's no way there are people like this ???😂,False,88
297,Nick Norwitz,"I'd say I fit squarely  into the hyper-responder category. I'm fit, have 'normal' BMI and exercise regularly. In US numbers, my total Cholesterol is 498, my HDL is 96 and my triglycerides are 64. My LDL and total numbers were so crazy high my Doctor freaked out and I went back onto medication (PCSK9).  Essentially the only thing it changed is the LDL; HDL still high and Trigs very low. I'd love to do an experiment with some extra carbs but I'm not sure Oreos is something I'd want to eat. I'd love to get off medication completely. If there was a controlled, supervised study I'd sign up.",True,592
298,Dr. Boz,"They know, always did. They still push it.",False,42
