comment_id,channel,classification,has_positive_outcome,aspect_matches,outcome_categories,exclusion_reasons,text_preview
89773,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,Eggs and bacon or sausage every day for 12 months and I’m down 70 lbs. I haven’t been super strict and still eat crap now and then but for the most part eggs and bacon has changed my life for the bett
43893,Eric Westman,positive_outcome,True,RO1.2; RO1.3; RO1.6; RO1.7; RO2.1; RO2.3,symptom_cessation,,"I'm 3 weeks back on keto, I have no gas. Happens every time. I might get some gas after broccoli, but it's rare. It helped me figure out that the ""cashew"" low carb snacks were a little higher in carbs"
132342,Dr. Boz,positive_outcome,True,RO2.1,quantified_change,,"Fasting everyday from 10pm to 1:00pm (next day). Very small lunch (rice and beans). And regular dinner (chicken,fish, no processed foods). And at least half my body weight in water per day. I run at l"
41252,Eric Westman,positive_outcome,True,RO2.1; RO3.16; RO3.17,quantified_change,,😊l have lost 100 lbs on the carnivore diet it has helped my arthritis and my nerve damage tremendously. I feel a lot better than I ever have felt before I wish I would have known about this 20 or 30 y
71415,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,I really appreciate this video. I was 85kg prior to going paleo and just by cutting carbs to less than 100g a day (on rice and veg) and zero sugar I dropped 4kg in 20 days. On #15 though as a person w
45019,Eric Westman,positive_outcome,True,RO3.14,reversal_remission,,Hamburger literally saved me and put my crohns disease in remission. I have had an illeoanal pull through because i literally lived in grains 30 years ago. . Never been healthier since I quit grains.
37302,Eric Westman,positive_outcome,True,RO1.3; RO1.4; RO1.7; RO1.8; RO2.1; RO2.3,quantified_change; symptom_cessation; explicit_improvement,,Im not carnivore but have been doing dirt keto for the past year and a half. I started out at 310 pounds with medicated heartburn and sleep apnea. Within 3 months of starting keto my heartburn was no 
158711,Anthony Chaffee MD,positive_outcome,True,RO1.5; RO2.1,quantified_change,,"Wow, Maggie is a dynamo! What an amazing lady. I could listen to her for hours. ❤ I’ve lost 40 lbs. on the carnivore diet since July ‘22, hunger free & no cravings. Got maybe 15 more to go to get very"
69106,Jason Fung,positive_outcome,True,RO1.4; RO2.1,quantified_change,,This constant eating is a prevailing attitude in Canada. Can we please implement this in the schools?  You get stink eye if you don’t have enough food for your kid to have 2 snacks a school day plus l
191702,Shawn Baker MD,positive_outcome,True,RO2.1,quantified_change,,I’ve been on my carnivore journey for three months lost 68 pounds. I feel amazing. 🥩🥩🥩🥓❤
82037,KenDBerryMD,positive_outcome,True,RO2.1,quantified_change,,Lost 20 pounds in a couple weeks. Went back to my addiction when I started stressing 😢 so i know what’s the real problem. Starting back over not going back to the Carbs they’re killing me!  This defin
185728,Dr. Robert Cywes M.D.,positive_outcome,True,RO2.3; RO3.1,reversal_remission,,Lowered my carbs & upped my salt and my blood pressure went to perfect. Reversed my type 2 diabetes too. Carbs are the cause of a lot of illnesses.
132386,Dr. Boz,positive_outcome,True,RO2.1; RO3.18,quantified_change,,"I tried Ozempic for about 3 months and lost 12 pounds.  I felt sick all the time, and wound up having to have my gall bladder removed.  Never again.  I'm now down 45 pounds with better diet and going "
196035,Shawn Baker MD,positive_outcome,True,RO1.6,explicit_improvement,,"If you want to tackle inflammation in a huge way, I’ve heard and experienced the miracle which is a short dry fast. It is an absolute game changer.   When the body is forced to extract water from the "
12169,Eric Berg DC,positive_outcome,True,RO1.6; RO2.1; RO2.2,quantified_change,,"I actually did this, first three days had bad headaches and felt like crap, after that i started feeling like like my body really woke up, i lost 14 pounds in 3 weeks but the biggest thing is after ab"
114800,Nick Norwitz,positive_outcome,True,RO2.2,quantified_change,,How many cookies and how many days and my a1c is 6.0 can I still eat these cookies please answer
60231,Jason Fung,positive_outcome,True,RO1.1; RO1.2; RO2.1,quantified_change; explicit_improvement,,"Fasting was the biggest game-changer in my life.  I was ALWAYS tired as a kid and as an adult, I would nap daily. Even though I was a multi-sport athlete in school, I never felt energized or fully awa"
51852,Jason Fung,positive_outcome,True,RO1.3; RO2.1; RO2.3; RO3.1; RO3.14,quantified_change,,I have been on the Carnivor diet for 45 days and have lost 30 pounds. Revered my IBS..and I am lowering my blood pressure. I'm now OMAD and it's working out great for me. I am boarder line pre diabeti
35234,Eric Westman,positive_outcome,True,RO1.6; RO2.1; RO3.4,quantified_change; symptom_cessation,,"4 years ago, at 58, I went Westman protocol keto and in 8 months, lost 50 lbs, hypertension gone, joint pain gone, etc. It is/was transformational. After a year of strict keto, I began slowly metering"
157363,Anthony Chaffee MD,positive_outcome,True,RO2.1; RO3.1; RO3.9,quantified_change,,"As a BC survivor, I wish I'd known about about Keto diet earlier, but I went with whatever they said and did chemo and  radiation. For me it wasn't that terrible, I managed it. But the minute I found "
54218,Jason Fung,positive_outcome,True,RO1.5; RO2.1; RO2.2; RO2.3; RO3.9,reversal_remission,,One week of completing doing a 16/8. My endo doc said it would be ok. My acromegaly is still not in remission even after removing the tumor and  taking a month of medication. I am off the insulin and 
120415,Nick Norwitz,positive_outcome,True,RO1.3; RO1.4; RO1.6,medication_discontinuation,,73 . Off medications  i took for 35 years for depression  anxiety  insomnia.  Fiber was killing my intestines.  Would i like to eat a vegetable  or two? Yes biut not with pain
19708,Eric Berg DC,positive_outcome,True,RO1.8; RO2.1,quantified_change,,This is definitely true. A few years ago I stopped drinking soda. Not even cutting sugar or carbs but just soda from my daily life. I dropped 11lbs the first week and my acne went away.
167882,Anthony Chaffee MD,positive_outcome,True,RO2.1,quantified_change,,"I cut soda from my diet, lost 20lbs in a month."
70107,KenDBerryMD,positive_outcome,True,RO1.3; RO1.6; RO2.1,quantified_change,,"I have lost 9 pounds since early September 2023. Increased my meat dropped alcohol, most things white, sugar in my coffee. Inflammation just about gone. Body making small changes. Fitting in clothes I"
74122,KenDBerryMD,positive_outcome,True,RO2.2; RO2.4,quantified_change,,"I was ketovore for 5 months, skipped off of it this month but getting back on track after Christmas, but had a check up this week. A1C went from 7.1 to 5.8, cholesterol normalized, glucose was high bu"
121072,Nick Norwitz,positive_outcome,True,RO1.6; RO2.1; RO3.2; RO3.14,quantified_change; explicit_improvement,,"I have lost 50 lb in 3 months going strict carnivore. It completely healed my fatty liver, IBS, and inflammation in an old knee injury. Eat what you want, but I’ll continue taking my chances with a di"
77149,KenDBerryMD,positive_outcome,True,RO1.8,symptom_cessation,,My skin tags disappeared after fasting on and off they just disappeared
